,num_nodes,burnt_nodes,instance,D,B,algorithm,infeasible,runtime,not_interrupted,objective,is_upper_bound,D_max,defended_seq,distances
0,40,[21],0,2,1,moving,False,0.1779320240020752,True,3.0,False,[39],"[[39, 0, 0], [39, 1, 0], [38, 1, 1]]",[0.4]
1,40,[21],0,2,2,moving,False,9.33349084854126,True,3.0,True,[39],"[[39, 0, 0], [39, 1, 0], [32, 1, 1], [29, 2, 0], [23, 2, 1]]","[1.0, 1.8]"
