,num_nodes,burnt_nodes,instance,D,B,algorithm,infeasible,runtime,not_interrupted,objective,is_upper_bound,D_max,defended_seq,distances
0,40,[21],6,3,1,moving,False,0.0293271541595459,True,3.0,False,[39],"[[39, 0, 0], [38, 1, 0], [38, 1, 1], [38, 1, 2]]",[0.425]
1,40,[21],6,3,2,moving,False,2.1334331035614014,True,6.0,False,[39],"[[39, 0, 0], [39, 1, 0], [39, 1, 1], [39, 1, 2], [20, 2, 0], [20, 2, 1], [20, 2, 2]]","[0.0, 1.725]"
2,40,[21],6,3,3,moving,False,42.87666082382202,True,6.0,True,[39],"[[39, 0, 0], [38, 1, 0], [38, 1, 1], [38, 1, 2], [25, 2, 0], [25, 2, 1], [25, 2, 2], [24, 3, 0], [33, 3, 1], [33, 3, 2]]","[0.42500000000000004, 1.8250000000000002, 3.0]"
